x_coordinate,y_coordinate,z_coordinate
-191.810494,14.122703,0.000000
-191.133829,14.823980,0.000000
-190.447496,15.516464,0.000000
-189.751119,16.197653,0.000000
-189.044352,16.865052,0.000000
-188.326876,17.516186,0.000000
-187.598399,18.148597,0.000000
-186.858649,18.759862,0.000000
-186.107372,19.347594,0.000000
-185.344322,19.909453,0.000000
-184.569251,20.443155,0.000000
-183.781893,20.946484,0.000000
-182.981953,21.417291,0.000000
-182.169077,21.853503,0.000000
-181.342834,22.253122,0.000000
-180.501131,22.615293,0.000000
-179.640014,22.942405,0.000000
-178.761050,23.235331,0.000000
-178.454268,23.328521,0.000000
-177.554290,23.576696,0.000000
-176.854871,23.745081,0.000000
-175.864304,23.576134,0.000000
-174.797872,22.791837,0.000000
-173.738648,21.605000,0.000000
-172.738831,20.235096,0.000000
-171.822721,18.905347,0.000000
-170.989411,17.840425,0.000000
-170.215141,17.264669,0.000000
-169.925196,17.220076,0.000000
-168.727098,17.237864,0.000000
-167.762819,17.261326,0.000000
-167.191000,17.268000,0.000000
-166.191000,17.268000,0.000000
-165.191000,17.268000,0.000000
-164.191000,17.268000,0.000000
-163.191000,17.268000,0.000000
-162.191000,17.268000,0.000000
-161.191000,17.268000,0.000000
-160.191000,17.268000,0.000000
-159.191000,17.268000,0.000000
-158.191000,17.268000,0.000000
-157.191000,17.268000,0.000000
-156.191000,17.268000,0.000000
-155.191000,17.268000,0.000000
-154.191000,17.268000,0.000000
-153.191000,17.268000,0.000000
-152.191000,17.268000,0.000000
-151.191000,17.268000,0.000000
-150.191000,17.268000,0.000000
-149.191000,17.268000,0.000000
-148.191000,17.268000,0.000000
-147.191000,17.268000,0.000000
-146.191000,17.268000,0.000000
-145.191000,17.268000,0.000000
-144.191000,17.268000,0.000000
-143.191000,17.268000,0.000000
-142.191000,17.268000,0.000000
-141.191000,17.268000,0.000000
-140.191000,17.268000,0.000000
-139.191000,17.268000,0.000000
-138.191000,17.268000,0.000000
-137.191000,17.268000,0.000000
-136.191000,17.268000,0.000000
-135.191000,17.268000,0.000000
-134.993894,17.268000,0.000000
-134.485894,17.318349,0.000000
-133.485894,17.718141,0.000000
-132.485894,18.459729,0.000000
-131.485894,19.439504,0.000000
-130.485894,20.553856,0.000000
-129.485894,21.699176,0.000000
-128.481104,22.770825,0.000000
-127.487190,23.661815,0.000000
-126.509236,24.267452,0.000000
-125.505336,24.482224,0.000000
-125.491310,24.481957,0.000000
-124.500840,24.455164,0.000000
-123.532099,24.419155,0.000000
-122.545987,24.370801,0.000000
-121.523729,24.306157,0.000000
-120.524888,24.226482,0.000000
-119.548327,24.130483,0.000000
-118.592862,24.016889,0.000000
-117.657256,23.884437,0.000000
-116.740213,23.731875,0.000000
-115.840372,23.557946,0.000000
-114.956300,23.361381,0.000000
-114.102564,23.145214,0.000000
-113.262287,22.905101,0.000000
-112.432724,22.639452,0.000000
-111.612313,22.346911,0.000000
-110.799464,22.026065,0.000000
-109.992581,21.675434,0.000000
-109.190077,21.293477,0.000000
-108.390391,20.878596,0.000000
-107.592011,20.429148,0.000000
-106.793478,19.943451,0.000000
-105.993399,19.419804,0.000000
-105.190454,18.856499,0.000000
-104.383387,18.251834,0.000000
-103.571013,17.604123,0.000000
-102.752202,16.911705,0.000000
-101.925877,16.172952,0.000000
